tamanho,cenario,algoritmo,tempo
100,busca,BuscaLinear,4188
100,busca,BuscaBinaria,1814
1000,busca,BuscaLinear,14828
1000,busca,BuscaBinaria,1693
5000,busca,BuscaLinear,73197
5000,busca,BuscaBinaria,1843
