tamanho,cenario,algoritmo,tempo
100,busca,BuscaLinear,4086
100,busca,BuscaBinaria,1933
1000,busca,BuscaLinear,13961
1000,busca,BuscaBinaria,1663
5000,busca,BuscaLinear,74202
5000,busca,BuscaBinaria,2484
