tamanho,cenario,algoritmo,tempo
100,insercao,VetorDinamico,18137
100,insercao,HashLinearProbing,23265
1000,insercao,VetorDinamico,162865
1000,insercao,HashLinearProbing,395195
5000,insercao,VetorDinamico,440544
5000,insercao,HashLinearProbing,3325328
