tamanho,cenario,algoritmo,tempo
100,insercao,VetorDinamico,17567
100,insercao,HashLinearProbing,23085
1000,insercao,VetorDinamico,138236
1000,insercao,HashLinearProbing,342962
5000,insercao,VetorDinamico,378033
5000,insercao,HashLinearProbing,646824
