tamanho,cenario,algoritmo,tempo
100,busca,BuscaLinear,4146
100,busca,BuscaBinaria,1852
1000,busca,BuscaLinear,12930
1000,busca,BuscaBinaria,1603
5000,busca,BuscaLinear,52568
5000,busca,BuscaBinaria,3055
