tamanho,cenario,algoritmo,tempo
100,busca,BuscaLinear,4829
100,busca,BuscaBinaria,1943
1000,busca,BuscaLinear,14137
1000,busca,BuscaBinaria,1913
5000,busca,BuscaLinear,60663
5000,busca,BuscaBinaria,2133
