tamanho,cenario,algoritmo,tempo
100,insercao,VetorDinamico,17643
100,insercao,HashLinearProbing,16341
1000,insercao,VetorDinamico,110909
1000,insercao,HashLinearProbing,409611
5000,insercao,VetorDinamico,572518
5000,insercao,HashLinearProbing,201659
