tamanho,cenario,algoritmo,tempo
100,busca,BuscaLinear,3838
100,busca,BuscaBinaria,1763
1000,busca,BuscaLinear,14948
1000,busca,BuscaBinaria,1974
5000,busca,BuscaLinear,62617
5000,busca,BuscaBinaria,2133
