tamanho,cenario,algoritmo,tempo
100,busca,BuscaLinear,4167
100,busca,BuscaBinaria,1983
1000,busca,BuscaLinear,14201
1000,busca,BuscaBinaria,2013
5000,busca,BuscaLinear,71696
5000,busca,BuscaBinaria,2043
