tamanho,cenario,algoritmo,tempo
100,insercao,VetorDinamico,19146
100,insercao,HashLinearProbing,25888
1000,insercao,VetorDinamico,138359
1000,insercao,HashLinearProbing,367667
5000,insercao,VetorDinamico,420536
5000,insercao,HashLinearProbing,259926
