tamanho,cenario,algoritmo,tempo
100,busca,BuscaLinear,2956
100,busca,BuscaBinaria,1423
1000,busca,BuscaLinear,14217
1000,busca,BuscaBinaria,1743
5000,busca,BuscaLinear,35417
5000,busca,BuscaBinaria,2014
