tamanho,cenario,algoritmo,tempo
100,insercao,VetorDinamico,13740
100,insercao,HashLinearProbing,17577
1000,insercao,VetorDinamico,96545
1000,insercao,HashLinearProbing,235754
5000,insercao,VetorDinamico,303696
5000,insercao,HashLinearProbing,638479
